Emmanuel Sanders,9.54,14.17,14.96,18.74,11.17,6.81,5.71,5.82,6.95,8.88,9.65,8.03,5.67,2.94,4.64,5.28
Will Fuller,11.32,8.73,,,,,,,8.78,6.14,,,,,,
Terrance Williams,6.96,8.36,10.27,9.81,9.6,,,,5.15,4.8,6.04,6.7,6.17,,,
Chris Hogan,12.18,8.59,7.18,8.63,,,,,7.83,7.28,4.81,6.15,,,,
Deonte Thompson,7,6.32,5.05,,3.92,2.7,,,6.08,6.87,0.45,,3.08,3.56,,
Jaron Brown,7.34,5.95,3.14,4.7,,,,,4.46,5.27,3.05,4.85,,,,
Jeremy Maclin,8.5,9.13,16.19,17.43,,12.98,13.62,14.25,5.1,4.95,8.28,10.24,,8.65,9.93,8.73
Allen Hurns,9.94,9.15,15,9.67,,,,,4.79,5.98,8.08,8.28,,,,
Trent Taylor,5.99,,,,,,,,3.75,,,,,,,
Kenny Golladay,8.6,,,,,,,,5.6,,,,,,,
JJ Nelson,5.82,9.94,7.56,,,,,,5.9,8.31,8.19,,,,,
Chris Godwin,6.17,,,,,,,,6.28,,,,,,,
Cole Beasley,6.09,11.81,8.23,6.6,6.27,3.09,,,5.16,4.84,8.67,5.34,4.21,3.96,,
Seth Roberts,6.03,6.73,6.88,,,,,,2.66,4.03,7.14,,,,,
Pierre Garcon,11.25,12.57,11.61,10.08,17.34,13.36,12.47,13,5.59,4.69,4.28,7.72,6.92,7.63,9.68,6.87
Roger Lewis,6.4,3.19,,,,,,,4.02,3.58,,,,,,
Cordarrelle Patterson,5.73,7.1,1.13,5.82,9.36,,,,4.87,4.95,0.48,5.91,7.13,,,
Bennie Fowler,5.86,3.75,2.79,,,,,,4.96,4.73,2.55,,,,,
Taylor Gabriel,5.11,11.83,4.18,6.69,,,,,4.6,6.91,3.1,5.34,,,,
Torrey Smith,5.34,5.39,8.22,12.78,12.61,11.46,11.25,,5.26,5.51,6.47,7.74,6.39,8.7,10.54,
TJ Jones,6.9,4.77,3.84,,,,,,3.37,2.46,3.92,,,,,
Bruce Ellington,6.88,,2.45,4.71,,,,,5.04,,2.98,6.05,,,,
Odell Beckham Jr,18.5,19.02,21.29,24.58,,,,,7.78,8.5,9.26,10.94,,,,
Brandon Coleman,5.27,5.55,5.46,,,,,,4.56,3.87,5.28,,,,,
Donte Moncrief,6.43,11.4,10.83,6.86,,,,,4.03,5.95,7.05,8.61,,,,
Zay Jones,5.19,,,,,,,,5.06,,,,,,,
John Brown,6.99,7.41,13.83,9.22,,,,,4.33,7.44,6.13,6.4,,,,
Corey Davis,6.32,,,,,,,,4.27,,,,,,,
Rashard Higgins,4.9,1.37,,,,,,,6.26,1.88,,,,,,
Josh Bellamy,7.58,4.74,5.93,0,,,,,3.51,4.04,4.87,0,,,,
Dede Westbrook,9.56,,,,,,,,5.48,,,,,,,
Corey Coleman,7.28,9.33,,,,,,,6.58,6.56,,,,,,
Dontrelle Inman,6.53,10.19,8.3,13.9,,,,,5.34,7.15,6.37,1,,,,
Brice Butler,5.39,3.99,7.56,4.36,2.41,,,,5.11,4.33,3.08,3.96,2.5,,,
Ricardo Louis,4.48,4.81,,,,,,,3.61,3.31,,,,,,
Justin Hardy,6.01,5.94,4.49,,,,,,2.79,4.12,1.86,,,,,
Tavarres King,7.54,2.33,,3.3,,,,,6.13,2.26,,0,,,,
Chris Moore,5.99,1.5,,,,,,,4.2,0.82,,,,,,
Cody Latimer,5.97,2.23,3,1.43,,,,,4.66,1.85,4.07,1.03,,,,
Chester Rogers,5.82,4.63,,,,,,,5.95,3.81,,,,,,
Kenny Britt,4.8,13.08,7.63,8.89,2.06,8.99,20.63,14.29,4.36,6.66,5.58,6.07,2.34,5.6,12.64,12
Josh Gordon,11.5,,,10.86,22.46,9.91,,,4.41,,,5.76,12.27,6.88,,
Jordan Matthews,5.72,12.16,14.42,12.64,,,,,2.66,6.1,8.38,8.95,,,,
Aldrick Robinson,4.07,4.8,,0.8,5.43,6.01,,,3.75,4.88,,0.8,5.82,5.65,,
Tyler Boyd,5.65,7.76,,,,,,,5.54,4.66,,,,,,
Terrelle Pryor,6.25,13.11,2.55,,6,4.77,7.49,,4.96,7.97,2.65,,4.51,4.55,4.6,
Jarius Wright,4.15,5.93,5.27,7.99,5.83,9.44,,,2.71,4.9,2.52,7.01,5.74,5.95,,
Taywan Taylor,3.09,,,,,,,,3.74,,,,,,,
Michael Campanaro,4.23,2.4,5.4,5.8,,,,,3.32,1.19,3.71,3.38,,,,
Geronimo Allison,4.39,6.31,,,,,,,5.23,6.66,,,,,,
Jeremy Kerley,6.53,9.17,8.64,5.84,9.53,9.09,4.8,,4.56,6.78,4.99,5.09,6.38,5.35,4.9,
Russell Shepard,3.76,5.83,1.97,2.58,,,,,3.48,4.86,2.64,1.83,,,,
Johnny Holton,6.4,1.28,,,,,,,5.32,2.01,,,,,,
Mack Hollins,4.05,,,,,,,,3.65,,,,,,,
Jakeem Grant,4.45,-0.63,,,,,,,6.66,0.97,,,,,,
Tavon Austin,3.12,9.79,12.04,6.02,9.61,,,,3.51,6.73,8.07,2.97,8.27,,,
Andre Holmes,4.3,3.19,4.47,9.35,7.41,1.03,,,4.19,3.78,5.55,7.11,6.71,0.74,,
Demarcus Robinson,4.22,,,,,,,,2.97,,,,,,,
Kendrick Bourne,4.17,,,,,,,,3.72,,,,,,,
Braxton Miller,4.13,3.43,,,,,,,3.65,3.81,,,,,,
De'Anthony Thomas,4.52,1.91,4.44,4.58,,,,,4.51,1.06,4.1,2.6,,,,
Eli Rogers,3.08,9.69,,,,,,,3.21,5.62,,,,,,
Alex Erickson,3.56,2.18,,,,,,,4.04,0.57,,,,,,
Laquon Treadwell,3.08,1.25,,,,,,,2.51,1.25,,,,,,
Damiere Byrd,4.21,2.6,,,,,,,5.73,0,,,,,,
Brandon Marshall,6.68,10.45,21.2,13.78,18.84,20.91,14.86,14.55,5.02,6.26,7.17,8.45,7.48,9.1,6.62,7.58
Curtis Samuel,4.11,,,,,,,,2.94,,,,,,,
Phillip Dorsett,3.57,6.59,4.2,,,,,,3.07,3.88,3.31,,,,,
Chris Conley,5.7,6.06,4.77,,,,,,3.2,3.16,5.18,,,,,
Kamar Aiken,2.18,4.24,13.16,5.28,,,0.11,,2.05,3.31,6.18,4.99,,,0.37,
Josh Reynolds,3.43,,,,,,,,4.21,,,,,,,
Jordan Taylor,4.53,4.26,,,,,,,3.8,3.19,,,,,,
Tommylee Lewis,2.7,3.12,,,,,,,3.77,2.51,,,,,,
Louis Murphy,4.62,,7.45,7.36,1.96,4.33,6.54,8.3,2.98,,2.86,7.21,2.48,3.48,4.66,5.91
Tre McBride,4.48,,4.8,,,,,,4.1,,4,,,,,
Jaydon Mickens,4.34,,,,,,,,9.04,,,,,,,
Brenton Bersin,3.47,1.85,3.78,2.84,,,,,2.43,0.15,2.81,2.87,,,,
Mike Williams,2.28,,,4.7,9.27,13.54,10.22,16.56,2.67,,,5.51,4.54,6.29,5.28,6.68
Brandon Tate,4.02,2.72,4.63,3.53,0.8,3.18,-0.13,5.59,3.33,2.34,5.59,4.11,0.8,4.58,0.48,5.27
Josh Malone,2.06,,,,,,,,3.51,,,,,,,
Chad Hansen,3.07,,,,,,,,2.44,,,,,,,
Travis Rudolph,3.02,,,,,,,,2.66,,,,,,,
Pharoh Cooper,1.8,3.08,,,,,,,1.76,2.41,,,,,,
Michael Floyd,1.78,8.27,12.35,10.32,12.59,7.41,,,1.29,4.4,8.55,8.91,6.65,6.57,,
Breshad Perriman,1.61,6.74,,,,,,,1.84,4,,,,,,
Kasen Williams,3.48,0,2.3,,,,,,3.53,0,0,,,,,
ArDarius Stewart,1.88,,,,,,,,1.73,,,,,,,
Hunter Sharp,5.47,,,,,,,,4.91,,,,,,,
Maurice Harris,5.4,1.47,,,,,,,5.53,1.25,,,,,,
Darrius Heyward-Bey,3.18,5.91,5.85,0.86,5.27,8.88,12.23,4.76,3.45,5.06,5.63,1,4.37,5.54,8.47,6.65
Willie Snead,1.9,12.37,12.33,,,,,,1.89,7.4,6.54,,,,,
Kaelin Clay,1.38,,,,,,,,1.62,,,,,,,
Amara Darboh,1.89,,,,,,,,1.52,,,,,,,
Freddie Martino,2.92,4.03,,0,,,,,2.57,4.24,,0,,,,
Mike Thomas,3.58,0.67,,,,2.89,6.17,11.09,4.08,0.93,,,,2.83,4.35,8.13
Tanner McEvoy,2.04,4.38,,,,,,,2.43,4.66,,,,,,
Marvin Hall,2.33,,,,,,,,4.03,,,,,,,
Leonte Carroo,3.48,2.38,,,,,,,4.41,3.33,,,,,,
Brian Quick,2.72,7.21,2.24,11.5,4.63,2.76,,,2.7,5.38,1.43,8.15,3.93,3.36,,
Trevor Davis,2.22,2.35,,,,,,,3,5.29,,,,,,
Sammie Coates,2.6,7.08,2.1,,,,,,1.92,9.24,0,,,,,
Carlos Henderson,4.3,,,,,,,,5.05,,,,,,,
Jaelen Strong,12.8,4.52,4.81,,,,,,0,3.13,6.33,,,,,
Justin Hunter,2.46,5.88,6.04,7.98,5.95,,,,2.6,2.77,2.77,5.54,7.71,,,
Brittan Golden,3,2.89,1.5,,,,,,1.86,2.55,0,,,,,
Bryce Treggs,1.92,1.95,,,,,,,1.93,3.22,,,,,,
Bobo Wilson,3.2,,,,,,,,3.96,,,,,,,
Ryan Switzer,1.43,,,,,,,,2.82,,,,,,,
Markus Wheaton,1.16,5.03,9.31,8.21,2.48,,,,2.16,3.68,8.49,4.83,3.06,,,
Michael Clark,4.05,,,,,,,,2.55,,,,,,,
Jared Abbrederis,3.7,0.9,4.02,,,,,,2,0.9,3.52,,,,,
Noah Brown,1.04,,,,,,,,1.02,,,,,,,
Quan Bray,2.3,3.65,,,,,,,1.64,1.95,,,,,,
Tanner Gentry,1.63,,,,,,,,1.92,,,,,,,
Griff Whalen,6.3,1.05,5.19,1.15,9.52,,,,0,1.05,4.86,3.15,5.01,,,
Vince Mayle,2.07,,0,,,,,,2.92,,0,,,,,
Nick Williams,6,5.45,4.08,,,,,,0,3.45,3.37,,,,,
Marcus Johnson,1.48,,,,,,,,1.5,,,,,,,
Bernard Reedy,1.45,,,,,,,,0.81,,,,,,,
Chris Matthews,1.83,,3.41,,,,,,0.29,,3.47,,,,,
Joe Webb,2.7,1.3,-0.1,2.6,1.66,-0.1,2.73,4.98,0,0,0,0,2.18,0,4.92,3.92
JoJo Natson,1.77,,,,,,,,1.9,,,,,,,
Jehu Chesson,1.9,,,,,,,,0.1,,,,,,,
Jordan Leslie,3.6,,,,,,,,0,,,,,,,
DeAndrew White,1.7,,3.8,,,,,,1.7,,0,,,,,
Darius Powe,3.3,,,,,,,,0,,,,,,,
Isaiah McKenzie,0.41,,,,,,,,1.57,,,,,,,
Jeff Janis,1.6,3.61,2.48,3.6,,,,,0.6,3.78,4.29,0,,,,
Shelton Gibson,3.1,,,,,,,,0,,,,,,,
Allen Robinson,2.7,12.33,19,11.48,,,,,0,7.7,9.57,4.88,,,,
Kevin White,2.6,9.65,,,,,,,0,2.34,,,,,,
Arrelious Benn,1.1,3.23,,,,2.05,6.53,5.33,1.1,3.95,,,,1.96,4.41,4.44
Cobi Hamilton,0.9,4.76,,,,,,,0.9,4.26,,,,,,
Harry Douglas,1.8,5.14,6.18,9.88,12.48,5.6,5.94,3.56,0,2.92,3.95,6.18,7.65,3.76,5.58,3.71
Eric Weems,0.5,,1.25,5.37,1.8,1.57,1.25,0.76,0.71,,0.85,3.44,0,1.17,2.17,1.93
Larry Pinkard,1.5,,,,,,,,0,,,,,,,
Max McCaffrey,1.4,,,,,,,,0,,,,,,,
Charone Peake,1.3,3.42,,,,,,,0,2.4,,,,,,
Matt Hazel,1.1,,0,,,,,,0,,0,,,,,
Andre Roberts,0.04,2.83,3.5,5.71,6.38,11.52,7.77,4.31,1.33,2.78,2.75,3.88,5.81,7.69,5.31,6.03
Kalif Raymond,0.05,-1,,,,,,,2.05,1,,,,,,
Cody Core,0,6.17,,,,,,,0,4.78,,,,,,
Ed Eagan,0,,,,,,,,0,,,,,,,
Isaac Whitney,0,,,,,,,,0,,,,,,,
KJ Brent,0,,,,,,,,0,,,,,,,
Marquis Bundy,0,,,,,,,,0,,,,,,,
Stacy Coley,0,,,,,,,,0,,,,,,,
John Ross,-0.27,,,,,,,,0.38,,,,,,,
Travis Kelce,15.7,13.81,11.59,11.08,,,,,7.4,8.05,6.28,5.02,,,,
Rob Gronkowski,17.33,12.13,17.04,17.76,17.46,16.13,20.68,9.66,7.52,10.37,7.92,7.94,8.7,8.22,9.25,8.44
Zach Ertz,14.46,13.11,11.35,9.01,7.13,,,,6.33,9.52,6.76,6.34,6.46,,,
Delanie Walker,10.91,12.54,16.16,11.73,10.21,4.6,3.82,4.42,4.18,6.59,5.48,6.98,5.98,4.58,4.82,3.93
Evan Engram,11.57,,,,,,,,6.85,,,,,,,
Jimmy Graham,10.56,11.83,10.95,15.33,18.97,17.06,18.38,6.46,6.49,7.06,6.5,9,9.72,8.84,5.47,6.15
Jack Doyle,11.27,9.09,3.6,4.18,1.38,,,,6.84,5.8,3.01,3.5,0.44,,,
Kyle Rudolph,9.89,13.06,8.03,8.44,9.91,9.77,4.59,,5.52,6.31,5.76,3.23,6.48,7.18,3.45,
Jason Witten,9.19,9.52,10.26,10.27,12.88,14.53,12.7,15.39,6.64,6.04,5.54,5.21,8.48,8.01,4.98,7.92
Cameron Brate,8.94,11.4,5.82,2.7,,,,,6.5,6.23,5.08,0,,,,
Ben Watson,8.58,,11.91,3.26,3.83,6.43,6.92,10.14,5.01,,8.02,3.01,3.02,3.73,4.39,7.01
Jared Cook,8.29,7.17,5.32,8.34,9.13,9.1,8.68,4.44,6.01,5.88,3.89,5.47,7.06,4.12,7.66,5.63
Eric Ebron,8.28,11.09,9.64,4.29,,,,,5.61,4.8,5.26,3.32,,,,
Hunter Henry,10.58,10.02,,,,,,,5.31,5.66,,,,,,
Tyler Kroft,8.29,3.2,4.98,,,,,,7.26,2.42,4.22,,,,,
Vernon Davis,7.89,7.62,6.69,4.84,14.2,7.5,11.23,11.84,5.3,5.17,4.93,4.84,9.35,6.64,5.97,6.82
Austin Hooper,7.48,5.83,,,,,,,5.63,4.64,,,,,,
Charles Clay,8.98,9.08,9.37,9.75,11.78,4.13,21.26,,4.68,7.15,6.45,5.11,6.96,5.45,12.17,
George Kittle,7.1,,,,,,,,5.28,,,,,,,
Austin Seferian-Jenkins,7.82,3.44,11.26,5.9,,,,,4.65,2.93,7.5,4.22,,,,
OJ Howard,7.78,,,,,,,,7.73,,,,,,,
Jesse James,7.01,5.68,3.92,,,,,,6.52,4.52,3.23,,,,,
Julius Thomas,6.99,9.12,10.13,13.66,15.41,,0.38,,4.62,4.87,7.8,10.01,7.36,,0.65,
David Njoku,5.92,,,,,,,,4.91,,,,,,,
Marcedes Lewis,5.36,4.29,2.57,6.33,8.29,7.84,5.67,11.5,6.95,2.65,2.34,4.95,5.09,4.55,3.33,5.09
Ed Dickson,5.69,2.45,3.43,2.29,4.48,4.42,8.55,2.15,5.81,3.18,3.27,2.51,2.82,3.33,6.77,3.14
Antonio Gates,4.98,10.56,13.55,13.94,11.51,10.45,14.14,18.82,4.86,6.42,7.62,8.93,6.19,5.8,7.03,7.99
Garrett Celek,6.05,6.15,5.56,3.65,,,,,5.43,3.9,4.63,0.45,,,,
Trey Burton,7.07,5.41,2.8,1,,,,,6.5,4.89,2.96,0,,,,
Jermaine Gresham,5.51,5.5,3.56,9.2,7.34,10.21,10.69,8.07,4.12,4.47,3.36,5.09,4.41,4.47,4.93,5.62
Seth Devalve,4.78,4.34,,,,,,,2.75,3.1,,,,,,
Stephen Anderson,4.66,2.92,,,,,,,4.64,2.37,,,,,,
Nick O'Leary,4.94,2.04,1.57,,,,,,3.19,1.67,2.22,,,,,
Coby Fleener,5.77,8.58,7.57,11.03,8.55,5.51,,,5.59,6.85,6.89,7.73,6.19,3.99,,
Tyler Higbee,4.32,2.32,,,,,,,3.63,2.37,,,,,,
Jordan Reed,10.02,14.05,17.44,8.59,12.74,,,,7.89,9.2,8.8,6.36,7.07,,,
Rhett Ellison,4.96,2.31,2.94,3.27,3.42,1.93,,,4.17,2.08,2.79,2.49,3.92,1.64,,
Martellus Bennett,6.51,10.51,10.45,13.6,10.56,9.23,20.63,3.69,2.31,8,6.76,7.52,6,6.04,12.64,2.95
Zach Miller,6.95,11.96,9.81,4.53,7.82,5.85,13.89,11.56,4.03,6.51,7.92,1.89,5.47,3.38,10.28,7.31
AJ Derby,5.04,5,,,,,,,5.25,3.42,,,,,,
Luke Willson,4.18,3.99,3.69,6.35,4.43,,,,4.33,3.79,3.06,7.39,4.67,,,
Darren Fells,4.05,3.93,6.37,2.42,,,,,4.59,2.84,4.78,2.42,,,,
Gerald Everett,4.16,,,,,,,,3.74,,,,,,,
Ricky Seals-Jones,6.26,,,,,,,,7.56,,,,,,,
Nick Boyle,3.22,3.47,4.16,,,,,,2.03,1.39,1.39,,,,,
Demetrius Harris,3.57,2.72,4.08,1,,,,,3.59,4.04,2.72,0.84,,,,
Jonnu Smith,3.52,,,,,,,,3.53,,,,,,,
Lance Kendricks,4.03,6.87,4.39,5.18,5.84,7.64,4.03,,3.43,5.23,3.96,4.04,3.68,4.43,2.94,
Adam Shaheen,7.12,,,,,,,,5.63,,,,,,,
Greg Olsen,6.01,12.83,14.21,13.8,11.91,13.02,7.94,6.84,8.56,6.45,8.17,7.48,4.71,8.17,5.93,4.8
Virgil Green,3.55,4.7,3.53,3.94,1.5,3.77,0.36,,2.31,3.66,2.95,4.87,0.85,3.02,0.72,
Dion Sims,3.25,5.82,3.15,4.6,2.17,,,,3.21,5.65,3.59,3.82,2.09,,,
Vance McDonald,4.31,8.71,6.2,0.75,1.99,,,,3.97,5.05,6.4,0.8,1.18,,,
Jeff Heuerman,3.52,3.85,,,,,,,4.07,2.08,,,,,,
James O'Shaughnessy,2.49,0.63,3.68,,,,,,3.67,0.45,2.44,,,,,
Ryan Griffin,5.8,6.51,6.34,3.14,7.6,,,,5.63,4.34,4.77,2.32,3.59,,,
Richard Rodgers,3.78,4.32,9.88,4.19,,,,,5.06,3.53,7.38,4.02,,,,
Brent Celek,2.91,2.95,7.07,4.38,7.26,8.42,10.82,7.32,2.39,2.46,5.3,4.39,5.2,5.03,7.36,6.07
Nick Vannett,3.8,2.07,,,,,,,3.3,1.86,,,,,,
Levine Toilolo,3.78,3.95,1.27,4.32,2.85,,,,3.19,4.33,1.15,3.16,2.96,,,
Troy Niklas,2.75,0.5,6.43,2.27,,,,,3.1,0.5,6.2,0.54,,,,
Josh Hill,2.97,4.49,3.08,5.13,,,,,2.48,4.93,3.28,5.04,,,,
Anthony Fasano,3.59,2.83,4.78,5.11,6.78,6.49,7.14,7.72,3.23,2.82,4.95,4.36,4.25,4.51,4.94,5.08
Maxx Williams,3.13,,5.4,,,,,,2.9,,4.05,,,,,
CJ Fiedorowicz,5.34,8.93,2.9,2.56,,,,,2.33,5.51,2.44,3.42,,,,
Eric Tomlinson,3.26,,,,,,,,2.74,,,,,,,
Daniel Brown,3.43,5.73,3.1,,,,,,1.81,3.66,3.97,,,,,
David Morgan,3.64,1.4,,,,,,,2.85,0,,,,,,
CJ Uzomah,2.8,6.8,1.4,,,,,,2.36,2.78,0,,,,,
Brandon Williams,2.79,2.8,,1.68,,,,,1.4,0.2,,1.6,,,,
Dwayne Allen,2.05,7.97,2.75,9.71,9,7.19,,,2.45,7.88,2.79,5.91,0,3.69,,
Niles Paul,2.07,2.35,,6.25,1.82,2.91,0.4,,1.77,0.25,,5.84,1.69,3,1.2,
Logan Thomas,3.94,,,0,,,,,2.86,,,0,,,,
James Hanna,2.69,,2.11,1.76,2.41,2.77,,,3.26,,1.58,1.21,1.95,2.25,,
Austin Traylor,4.5,,,,,,,,1.93,,,,,,,
Jerell Adams,2.87,3.8,,,,,,,2.37,2.99,,,,,,
Michael Hoomanawanui,2.46,,3.46,1.23,3.16,2.27,14.32,5.7,3.46,,4.64,1.33,3.24,2.49,10.51,4.83
Clive Walford,2.83,5.79,5.26,,,,,,3.23,4.2,3.63,,,,,
Lee Smith,2.6,2.97,2.5,2.87,1.83,3.76,12.56,,0.86,2.43,1.79,2.66,1.44,2.77,6.21,
Derek Carrier,1.89,1.5,3.71,3.28,,,,,0.88,0.1,3.04,1.85,,,,
Ross Travis,1.46,1.13,,,,,,,1.89,1.24,,,,,,
Neal Sterling,3.55,4.6,,,,,,,5.16,2.68,,,,,,
Xavier Grimble,2.37,4.35,,,,,,,2.23,3.23,,,,,,
Phillip Supernaw,2.78,2.55,2.1,2.35,,,,,3.58,1.81,0.5,1.55,,,,
Luke Stocker,3.25,1.22,2.64,2.22,,3.38,1.51,,3.58,1.02,3.71,0.8,,2.36,1.81,
Alan Cross,2.16,1.76,,,,,,,0.64,2.11,,,,,,
Jeremy Sprinkle,3.1,,,,,,,,3.32,,,,,,,
Ben Koyack,1.47,4.57,,,,,,,1.26,3.6,,,,,,
Jacob Hollister,0.97,,,,,,,,1.13,,,,,,,
Michael Roberts,1.72,,,,,,,,1.43,,,,,,,
Sean McGrath,2.87,2.25,,,5.25,,,,1.23,0.05,,,4.64,,,
Tyler Eifert,4.3,12.3,14.73,6.7,6.37,,,,2.9,8.2,9.29,0,3.89,,,
Will Tye,3.9,5.84,8.03,,,,,,2.5,2.33,5.83,,,,,
Orson Charles,3.65,,,,1.8,2.33,,,0.85,,,,0,1.04,,
Randall Telfer,2.2,0.48,,,,,,,0.65,0.67,,,,,,
Darrell Daniels,0.93,,,,,,,,0.96,,,,,,,
Ifeanyi Momah,5.6,2.33,,,,,,,0,3.3,,,,,,
Emanuel Byrd,5.1,,,,,,,,0,,,,,,,
Blake Bell,1.63,2.08,3.73,,,,,,1.17,2.03,3.53,,,,,
Antony Auclair,2.25,,,,,,,,0.15,,,,,,,
Geoff Swaim,2.25,2.15,1,,,,,,0.55,1.77,0,,,,,
Ryan Hewitt,2.1,1.65,2.56,3.1,,,,,0.5,0.15,1.08,2.23,,,,
Chris Manhertz,1.23,2,,,,,,,0.9,0,,,,,,
Cole Hikutini,1.75,,,,,,,,0.25,,,,,,,
MarQueis Gray,0.57,3.93,1.2,3.73,,,,,0.77,3.13,0,2.92,,,,
Jeff Cumberland,1.1,,1.59,4.38,7.48,6.25,1.83,1.3,0.1,,1.86,4.76,4.84,4.61,1.81,0
Garrett Griffin,1.4,,,,,,,,0,,,,,,,
Ryan Malleck,1.3,,,,,,,,0,,,,,,,
Cethan Carter,0,,,,,,,,0,,,,,,,
Evan Baylis,0,,,,,,,,0,,,,,,,
Gabe Holmes,0,,,,,,,,0,,,,,,,
Logan Paulsen,0,0.64,,2.48,4.91,4.43,1.55,0.9,0,1.09,,2.35,4.21,4.04,2.09,2.14
Matt LaCosse,0,,5.2,,,,,,0,,0,,,,,
Andrew Luck,,20.24,18.4,21.93,17.8,17.28,,,,6.25,6.07,8.07,6.58,6.68,,
Colin Kaepernick,,18.21,12.03,15.67,16.51,13.38,5.78,,,7.63,8.14,6.67,7.99,7.56,4.53,
Ryan Tannehill,,14.49,15.9,17.46,14.91,11.08,,,,6.45,5.53,6.36,5.24,6.12,,
Matt Barkley,,9.23,,0,0.6,,,,,7.36,,0,1.28,,,
Robert Griffin III,,14.3,,9.69,16.07,21.3,,,,3.34,,5.89,7.11,8.3,,
Shaun Hill,,3.37,0.03,11.15,-0.2,14.8,0.6,14.34,,4.84,0.37,6.55,0,0,0.5,6.53
Charlie Whitehurst,,9.4,1,12.3,-0.25,,5.74,5.42,,0,1.7,3.03,0.05,,3.49,5.45
Robert Griffin,,9.3,,,,,,,,0,,,,,,
Trevone Boykin,,1.98,,,,,,,,1.76,,,,,,
Connor Cook,,6,,,,,,,,0,,,,,,
Tony Romo,,5.2,10.15,17.76,17.29,17.18,17.25,16.35,,0,8.74,6.22,6.83,7.12,6.92,5.56
Matt McGloin,,0.57,4.85,5.5,11.23,,,,,0.4,4.85,0,5.45,,,
Cardale Jones,,1.7,,,,,,,,0,,,,,,
Matt Schaub,,0.13,13.3,-1.85,10.47,13.96,15.8,15.22,,0.34,1,0.15,7.26,8.29,5.24,6.83
Mark Sanchez,,-0.25,10.93,15.5,,7.86,14.83,12.47,,0.35,4.49,5.3,,6.18,7.28,7.86
Spencer Ware,,13.85,9.2,,1,,,,,7.49,7.95,,0,,,
Ryan Mathews,,10.82,9.58,11.15,13.15,11.41,16.9,11.67,,7.48,6.77,4.51,6.09,4.9,6.97,8.17
Christine Michael,,9.27,3.61,1.97,2.63,,,,,7.69,3.54,2.1,1.24,,,
Rashad Jennings,,10.65,10.31,12.59,11.63,7.03,,9.09,,5.22,5.86,7.85,9.49,7.24,,7.01
Matt Asiata,,8.28,2.89,12.68,19.45,0.7,,,,4.63,1.88,9.12,8.15,0.45,,
Tim Hightower,,8.45,14.4,,,,12.38,8.14,,7,10.57,,,,5.84,7.04
Shaun Draughn,,7.78,7.78,1.9,0.2,5.22,21.1,,,7.56,6.63,0,0,3.46,9.4,
Kenneth Dixon,,8.53,,,,,,,,6.27,,,,,,
DeAngelo Williams,,12.51,14.34,4.88,10.84,8.96,9.69,9.53,,12.49,12.02,1.7,5.02,9.05,5.92,3.64
Jeremy Langford,,6.1,9.71,,,,,,,4.49,9.32,,,,,
Justin Forsett,,6.96,12.24,15.31,3.29,4.57,3.52,7.64,,2.7,6.3,6.72,1.93,4.04,2.6,4.58
James Starks,,6.54,10.39,5.52,7.09,6.43,8.65,4.53,,6.19,8.19,4.57,6.92,5.05,5.06,2.74
DuJuan Harris,,4.66,8.9,1.42,,9.8,0.03,,,7.37,8.94,1.83,,0.9,0.12,
Kenneth Farrow,,3.72,,,,,,,,4.36,,,,,,
Jonathan Grimes,,4.11,6.42,3.32,12.45,,,,,2.62,5.37,3.2,10.15,,,
Ronnie Hillman,,3.68,10.09,12.79,5.52,3.78,,,,3.92,6.07,8.86,4.52,3.28,,
Ka'Deem Carey,,2.1,5.26,2.65,,,,,,2.05,4.28,2.6,,,,
Reggie Bush,,2.17,1.74,9.73,17.09,12.93,14.69,9.23,,2.84,2.41,6.3,7.95,9,7.14,4.92
Denard Robinson,,3.27,5.57,8.74,0.22,,,,,2.13,5.66,6.2,0.88,,,
Arian Foster,,4.83,19.25,20.72,13.31,18.8,23.32,24.49,,4.81,9.13,8.22,9.68,5.97,9.85,10.16
Antone Smith,,6.13,1.1,7.76,7.38,0,17.09,-0.03,,1.96,0,6.46,6.65,0,7.73,0.09
Jerome Felton,,1.18,1.2,0.54,1.62,1.63,0.64,1.19,,1.54,1,0.79,1,1.03,1.04,1.28
Jonathan Williams,,1.55,,,,,,,,2.47,,,,,,
Marcel Reece,,3.05,5.23,5.07,6.93,8.98,6.53,5.78,,2.25,5.43,4.73,6.23,7.43,4.71,6.33
Dexter McCluster,,1.8,8.15,4.83,7.78,7.08,8.53,4.82,,1.45,4.9,3.55,5.97,4.88,5.7,4.71
Knile Davis,,1.72,1.96,7.67,4.62,,,,,1.22,2.19,8.5,6.4,,,
George Atkinson,,9.4,,,,,,,,0,,,,,,
Juwan Thompson,,2.15,2.27,4.31,,,,,,2.38,2.55,3.92,,,,
Mike James,,2.7,,0.84,6.26,,,,,1.71,,0.48,6.19,,,
Brandon Wilds,,2.23,,,,,,,,1.93,,,,,,
Daniel Lasco,,2.1,,,,,,,,0.59,,,,,,
Jordan Todman,,1.48,0.73,5.03,4.94,1.8,,,,1.47,0.33,5.42,4.96,0,,
Troymaine Pope,,1.87,,,,,,,,1.78,,,,,,
Lorenzo Taliaferro,,4,6.2,7.06,,,,,,0,5.28,6.63,,,,
Isaiah Pead,,1.9,-1.7,,5.23,1,,,,0.2,0,,4.91,1.14,,
Don Jackson,,1.07,,,,,,,,0.41,,,,,,
